SurveyID,Age,Gender,Type,Education,Income,Employed,FullPart,@1OwnCell,@2UsedCell,@3OwnHousePhone,@4UseFreq,BQ4a,BQ4aCont,@5UseLength,BQ5a,BQ5aCont,@6aTexting,@6bEmail,@6cInternet,@6dBank,@6eBills,@6fFacebook,@6gPics,@6hGames,@6iBuy,@7PurchOnline,BQ7a,BQ7aCont,@8CellExper,BQ8a,BQ8b,@9Comfort,BQ9a,@10Satisfaction,BQ10a,PA1,PA2,PA3,PA4,PA5,PA6,PA7,PBI1,PBI2,PBI3,PBI4,PBIUse,PBIBuy,PGL1,PGL2,PGL3,Comments,VAR00001
W041,63,2,1,1,1,2,,6,6,1,5,4,12,2,1,0.25,1,,,,,,,,,1,0,0,4,3,2,5,0,4,0,2,2,2,5,4,4,3,6,2,6,1,6,1.5,8,6,8,,1
W044,63,1,1,1,5,2,,12,12,1,5,4,12,5,4,1.75,,1,,,,,,,,1,0,0,5,4,3,5,0,1,,1,1,1,3,3,1,1,5,1,3,1,4,1,5,3,4,,1
W090,63,2,3,2,2,1,1,6,6,1,7,6,56,2,1,0.25,1,,,,,,,,,1,0,0,3,2,1,5,0,2,-2,4,4,7,4,4,4,1,4,1,7,1,5.5,1,1,6,1,,2
W155,63,2,1,1,1,2,,5,5,1,5,4,12,2,1,0.25,,,,,,,,,,1,0,0,4,3,2,7,2,5,1,3,3,3,5,5,3,3,7,1,7,1,7,1,8,8,8,,1
W185,63,2,1,2,5,1,2,10,10,1,7,6,56,3,2,0.75,1,1,1,,,1,1,,,1,0,0,4,3,2,5,0,4,0,1,7,1,4,2,2,1,7,2,2,2,4.5,2,10,10,10,,2
W189,63,2,1,3,1,2,,0,0,2,2,1,0.5,2,1,0.25,,1,,,,,1,,,1,0,0,3,2,1,3,-2,3,-1,2,2,2,2,2,2,2,3,2,3,2,3,2,2,1,2,,4
W194,63,2,1,1,3,2,,5,5,1,7,6,56,3,2,0.75,1,,,,,,,,,1,0,0,2,1,0,5,0,4,0,4,4,4,7,7,7,7,7,7,7,7,7,7,10,10,10,,1
W218,63,1,1,2,5,2,,20,20,1,7,6,56,3,2,0.75,1,,1,,,,1,,,1,0,0,6,5,4,8,3,6,2,1,1,1,7,7,5,7,7,5,7,3,7,4,10,10,10,,2
W228,63,2,1,1,2,2,,5,5,2,5,4,12,2,1,0.25,,,,,,,1,,,1,0,0,3,2,1,4,-1,4,0,3,3,3,3,2,2,2,3,1,3,1,3,1,4,3,3,,1
W289,63,2,1,3,2,2,,5,5,1,7,6,56,5,4,1.75,1,1,1,,,,1,1,,1,0,0,4,3,2,6,1,4,0,2,2,2,4,4,3,3,5,2,5,2,5,2,7,7,7,,4
S28,64,2,1,2,2,1,1,10,10,1,7,6,56,1,0,0,,,,,,,,,,1,0,0,3,2,1,4,-1,2,-2,1,1,1,1,1,1,1,5,1,1,1,4.2,1.4,3,1,0,,2
W021,64,2,1,1,1,2,,1,1,1,2,1,0.5,2,1,0.25,1,,,,,,,,,1,0,0,2,1,0,3,-2,3,-1,3,3,3,1,1,1,1,2,1,2,1,2,1,2,2,2,,1
W030,64,2,1,3,1,2,,12,12,1,6,5,28,2,1,0.25,1,,,,,,,,,1,0,0,4,3,2,5,0,5,1,1,1,1,1,3,3,4,4,1,4,1,4,1,2,2,4,,4
W062,64,2,1,1,1,2,,8,8,1,5,4,12,2,1,0.25,,,1,,,,,,,1,0,0,2,1,0,3,-2,4,0,5,2,3,2,3,3,4,2,2,1,1,1.5,1.5,1,6,6,,1
W097,64,2,1,3,1,2,,10,10,1,7,6,56,2,1,0.25,1,,,,,,,,,1,0,0,5,4,3,8,3,3,-1,2,2,2,6,6,1,7,7,1,7,2,7,1.5,6,3,2,,3
W250,64,2,1,2,1,2,,10,10,1,7,6,56,2,1,0.25,1,,,,,,,,,6,5,23,5,4,3,6,1,5,1,6,6,6,6,6,1,1,6,1,6,1,6,1,9,9,9,,2
W293,64,2,1,3,1,2,,5,5,1,5,4,12,5,4,1.75,1,1,1,,,,1,1,,1,0,0,5,4,3,5,0,4,0,1,1,1,6,6,5,5,7,3,7,4,7,3.5,8,6,9,,4
W308,64,2,2,2,5,2,,5,3,1,4,3,4,2,1,0.25,,1,,,,,1,1,,6,5,23,5,4,3,6,1,3,-1,1,1,1,3,3,3,1,5,5,5,1,5,3,5,3,3,,2
S40,65,1,1,3,2,1,2,30,20,1,3,2,1,1,0,0,,,,,,,,,,1,0,0,,,,4,-1,2,-2,2,4,2,2,1,1,1,2,1,1,1,2.1,1.4,1,0,0,,3
W022,65,1,1,1,1,2,,5,5,1,6,5,28,2,1,0.25,1,,,,,,,,,1,0,0,4,3,2,5,0,4,0,3,3,3,4,4,3,4,4,2,4,1,4,1.5,8,8,8,,1
W036,65,2,1,2,1,1,2,15,15,1,7,6,56,2,1,0.25,1,1,1,1,1,,1,,,2,1,3,5,4,3,5,0,4,0,1,1,1,7,7,7,4,7,5,7,2,7,3.5,10,10,10,,2
W043,65,1,3,4,2,1,2,7,7,1,5,4,12,2,1,0.25,1,,,,,,,,,1,0,0,5,4,3,6,1,5,1,1,1,1,5,5,3,3,6,1,6,1,6,1,8,8,8,,5
W067,65,2,1,3,1,2,,15,15,1,7,6,56,3,2,0.75,1,1,1,,,1,1,1,,1,0,0,6,5,4,5,0,4,0,1,1,1,7,5,7,4,7,3,6,2,6.5,2.5,10,10,10,,4
W077,65,2,1,3,1,2,,10,10,1,7,6,56,5,4,1.75,1,1,1,,,,1,,,1,0,0,5,4,3,7,2,5,1,2,1,2,7,7,5,1,7,5,2,6,4.5,5.5,6,6,6,,4
W080,65,2,1,1,1,2,,10,10,1,7,6,56,2,1,0.25,1,,,,,,,,,1,0,0,2,1,0,6,1,6,2,1,1,1,7,5,5,5,7,1,7,1,7,1,8,8,8,,1
W108,65,2,4,1,1,1,1,10,10,1,2,1,0.5,7,6,3.5,,,,,,,,,,1,0,0,3,2,1,8,3,5,1,1,1,1,7,7,4,4,7,1,7,1,7,1,10,10,10,,1
W171,65,2,1,3,1,2,,10,10,1,6,5,28,4,3,1.25,,,1,,,,1,,,2,1,3,4,3,2,6,1,6,2,7,5,7,7,7,5,6,6,6,6,7,6,6.5,8,9,10,,3
W195,65,2,1,2,1,2,,3,3,1,4,3,4,2,1,0.25,1,,,,,,,,,2,1,3,5,4,3,5,0,5,1,1,1,7,7,7,7,7,7,7,7,7,7,7,8,8,8,,2
W208,65,2,3,4,5,1,1,7,7,1,7,6,56,3,2,0.75,1,,,,,,,,,5,4,18,4,3,2,5,0,4,0,4,5,5,4,4,4,3,4,5,4,3,4,4,8,6,5,,5
W182,60,1,1,4,5,1,2,10,10,1,7,6,56,7,6,3.5,1,,1,,,1,1,,,1,0,0,4,3,2,8,3,3,-1,1,1,1,7,7,2,1,7,2,7,2,7,2,2,2,2,,5
W188,60,2,1,3,2,1,2,10,10,1,5,4,12,2,1,0.25,1,1,,,,,1,,,1,0,0,5,4,3,4,-1,4,0,3,3,2,3,3,2,2,3,1,3,2,3,1.5,5,5,5,,4
W210,65,1,1,3,5,2,,20,20,1,7,6,56,3,2,0.75,1,,1,,,,1,,,1,0,0,6,5,4,8,3,6,2,1,1,1,7,7,7,7,7,7,7,7,7,7,10,10,10,,3
W214,65,2,1,3,5,2,,15,15,1,6,5,28,3,2,0.75,1,,,,,,,,,1,0,0,6,5,4,8,3,6,2,1,1,1,7,7,6,7,7,7,7,7,7,7,10,10,10,,3
W249,65,1,1,2,1,2,,3,3,1,4,3,4,2,1,0.25,1,,,,,,,,,5,4,18,3,2,1,5,0,4,0,5,5,5,5,1,1,5,5,1,5,1,5,1,6,6,6,,2
W267,65,2,3,3,1,2,,5,5,1,7,6,56,4,3,1.25,1,1,1,,,,1,1,,2,1,3,4,3,2,6,1,5,1,1,1,1,7,7,7,7,7,3,7,3,7,3,8,8,8,,4
W271,65,2,1,3,1,2,,10,10,1,7,6,56,2,1,0.25,1,1,1,,,,1,,,1,0,0,6,5,4,8,3,6,2,1,1,1,7,7,7,7,7,4,7,4,7,4,10,10,10,,4
W279,65,1,1,3,2,1,2,10,10,1,7,6,56,2,1,0.25,1,1,,,,,1,1,,1,0,0,5,4,3,6,1,5,1,1,1,1,7,6,6,3,7,1,6,1,6.5,1,7,7,7,,4
W280,65,2,1,1,1,2,,10,10,1,7,6,56,3,2,0.75,1,1,1,,,,1,1,,1,0,0,4,3,2,6,1,4,0,1,1,1,6,7,7,7,7,3,4,1,5.5,2,7,7,7,,1
W290,65,1,1,3,2,2,,7,7,1,7,6,56,6,5,2.5,1,1,,,,,1,1,,1,0,0,5,4,3,6,1,4,0,2,2,1,5,5,4,4,5,1,5,1,5,1,6,6,6,,4
S6,66,2,1,2,1,2,,10,10,1,5,4,12,3,2,0.75,1,,,,,,,,,1,0,0,5,4,3,8,3,3,-1,3,3,3,3,3,3,3,5,3,5,3,7,4.2,5,5,6,,2
W018,66,1,1,1,1,1,2,3,3,1,3,2,1,2,1,0.25,1,,1,,,,,,,1,0,0,3,2,1,5,0,2,-2,2,2,1,3,3,3,3,5,1,5,1,5,1,4,3,3,,1
W032,66,2,1,4,5,2,,6,6,1,7,6,56,3,2,0.75,1,,,,,,,,,1,0,0,4,3,2,5,0,4,0,2,2,2,4,4,3,2,4,4,5,3,4.5,3.5,5,6,5,,5
W035,66,1,1,1,1,2,,32,32,1,5,4,12,2,1,0.25,,,,,,,,,,1,0,0,5,4,3,8,3,6,2,1,1,1,7,7,1,7,7,1,7,1,7,1,10,10,10,,1
W061,66,2,1,3,1,2,,10,10,1,7,6,56,2,1,0.25,,1,,,,,,,,1,0,0,2,1,0,5,0,4,0,5,1,4,5,5,2,4,7,1,7,1,7,1,5,5,5,,3
W091,66,2,1,3,1,2,,13,13,1,7,6,56,2,1,0.25,1,,,,,,1,,,1,0,0,4,3,2,5,0,4,0,1,1,1,2,2,2,1,2,2,2,2,2,2,8,8,8,,3
W096,66,1,1,2,1,2,,15,15,1,5,4,12,3,2,0.75,,,,,,,,,,1,0,0,3,2,1,6,1,6,2,1,1,1,7,4,4,2,7,1,7,1,7,1,6,7,8,,2
W111,66,2,1,3,5,2,,10,10,1,7,6,56,2,1,0.25,1,,1,,,,1,,,1,0,0,5,4,3,3,-2,3,-1,1,1,1,3,2,2,1,3,2,4,1,3.5,1.5,3,3,2,,3
W172,66,1,1,3,1,2,,10,10,1,6,5,28,5,4,1.75,,,,1,1,,,,,2,1,3,4,3,2,6,1,6,2,7,5,7,7,7,6,6,6,6,6,7,6,6.5,7,8,10,,3
W233,66,2,1,3,5,2,,10,10,1,7,6,56,2,1,0.25,1,1,,,,,1,,,1,0,0,6,5,4,4,-1,3,-1,2,2,1,7,4,1,1,1,1,7,1,4,1,4,4,4,,3
W253,66,2,2,2,1,2,,15,15,1,7,6,56,4,3,1.25,1,1,1,,,1,1,,,1,0,0,6,5,4,7,2,6,2,1,1,1,7,6,6,1,7,4,7,4,7,4,10,10,10,,2
W257,66,1,1,2,2,2,,7,7,1,6,5,28,2,1,0.25,1,,,,,,1,,,2,1,3,3,2,1,4,-1,4,0,3,3,3,4,3,3,3,3,3,3,3,3,3,4,4,4,,2
W034,67,1,1,3,4,1,2,6,6,1,7,6,56,7,6,3.5,,,,,,,1,,,1,0,0,4,3,2,5,0,3,-1,2,2,4,3,2,2,2,5,2,5,2,5,2,5,4,3,,4
W191,67,2,1,3,2,2,,15,15,1,7,6,56,2,1,0.25,1,,,,,,1,,,1,0,0,5,4,3,8,3,4,0,1,1,1,1,1,5,7,7,1,7,1,7,1,10,10,10,,4
W284,67,2,1,2,2,2,,6,6,1,5,4,12,2,1,0.25,,,,,,,1,,,1,0,0,3,2,1,4,-1,4,0,1,1,1,2,3,1,7,7,1,7,2,7,1.5,9,9,9,,2
W288,67,2,1,3,5,2,,12,12,1,3,2,1,2,1,0.25,,1,,,,,,,,1,0,0,5,4,3,3,-2,3,-1,1,2,4,2,1,2,1,2,1,2,1,2,1,5,5,5,,4
W295,67,1,1,3,1,1,2,25,25,1,7,6,56,3,2,0.75,,,,,,,1,,,1,0,0,5,4,3,6,1,4,0,1,1,1,4,2,5,5,5,3,3,4,4,3.5,6,6,4,,4
S11,68,1,1,3,1,2,,15,15,1,7,6,56,3,2,0.75,1,1,1,1,1,,1,,,1,0,0,5,4,3,5,0,6,2,1,1,1,5,5,5,3,4,4,4,1,5.6,3.5,10,8,9,,3
W016,68,1,1,3,1,2,,10,10,1,5,4,12,2,1,0.25,1,,,,,,,,,1,0,0,3,2,1,6,1,3,-1,5,5,3,4,3,3,5,5,1,5,1,5,1,6,4,4,,3
W083,68,2,3,3,1,2,,18,18,1,7,6,56,4,3,1.25,1,,,,,,1,,,1,0,0,3,2,1,2,-3,3,-1,2,1,2,5,2,7,7,3,1,3,1,3,1,7,6,6,,3
W109,68,2,1,3,1,2,,20,20,1,6,5,28,2,1,0.25,1,,,,,,1,,,1,0,0,1,0,0,4,-1,3,-1,3,3,3,2,2,4,2,2,2,2,2,2,2,4,4,4,,4
W119,68,2,1,3,1,2,,10,8,1,7,6,56,2,1,0.25,1,1,,,,,,,,1,0,0,5,4,3,8,3,5,1,1,1,1,7,7,5,7,7,1,7,1,7,1,9,9,9,,4
W174,68,2,1,2,1,1,1,12,12,1,7,6,56,3,2,0.75,1,1,,,,,1,,,1,0,0,5,4,3,7,2,6,2,4,4,4,7,7,7,7,7,7,7,7,7,7,8,8,8,,2
W180,68,2,1,3,1,1,1,10,10,1,7,6,56,3,2,0.75,,,,,,,1,,,1,0,0,4,3,2,5,0,5,1,4,2,2,4,4,5,5,5,1,7,1,6,1,6,6,6,請設計更安全的手機而非提供更多服務,4
W199,68,2,1,1,1,2,,10,10,1,5,4,12,2,1,0.25,1,,,,,,,,,1,0,0,5,4,3,7,2,5,1,2,2,4,4,2,2,4,6,1,6,1,6,1,5,8,8,,1
W212,68,2,3,4,5,2,,10,10,2,1,0,0,1,0,0,,,,,,,1,,,1,0,0,1,0,0,2,-3,2,-2,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,,5
S47,69,2,1,3,,,,10,10,1,7,6,56,3,2,0.75,1,1,,,,,1,,,1,0,0,4,3,2,6,1,3,-1,2,1,2,5,5,4,4,5,5,5,1,7,4.2,5,5,5,,3
W031,69,2,1,2,1,2,,12,12,1,6,5,28,2,1,0.25,1,,,,,,,,,2,1,3,5,4,3,7,2,4,0,1,1,1,1,1,1,1,1,2,1,1,1,1.5,5,6,4,覺得很不方便，聯絡事情,2
W081,69,2,1,2,1,1,1,10,10,1,7,6,56,2,1,0.25,1,,,,,,1,,,1,0,0,5,4,3,5,0,4,0,1,1,1,7,3,3,7,7,3,7,7,7,5,4,5,4,,2
W126,69,2,1,3,1,2,,10,10,1,7,6,56,2,1,0.25,,,,,,,1,,,1,0,0,4,3,2,8,3,6,2,1,1,1,7,7,7,7,7,2,7,2,7,2,10,10,10,,4
W223,69,2,1,2,1,2,,10,10,1,5,4,12,2,1,0.25,,1,,,,,,,,1,0,0,6,5,4,4,-1,3,-1,2,2,2,3,2,2,2,2,1,2,1,2,1,3,3,3,,2
S29,70,1,1,3,1,2,,,,1,1,0,0,1,0,0,1,,,,,,,,,1,0,0,1,0,0,1,,1,,4,4,4,2,2,2,1,1,1,1,1,1.4,1.4,1,1,1,,3
S45,70,2,1,2,2,2,,30,30,1,5,4,12,3,2,0.75,1,,,,,,1,,,1,0,0,5,4,3,5,0,5,1,2,1,1,4,3,1,4,5,2,5,1,7,2.1,5,5,5,,2
W024,70,2,1,3,1,2,,15,15,1,7,6,56,2,1,0.25,1,,,,,,,,,1,0,0,2,1,0,7,2,5,1,1,1,1,6,1,6,6,7,1,6,1,6.5,1,10,10,10,,3
W026,70,2,1,3,1,2,,10,10,1,7,6,56,7,6,3.5,1,,,,,1,1,,,1,0,0,2,1,0,4,-1,4,0,1,1,1,6,3,5,7,7,1,7,1,7,1,8,6,5,,4
W042,70,1,1,1,1,2,,10,10,1,5,4,12,2,1,0.25,1,,,,,,,,,1,0,0,5,4,3,5,0,4,0,2,2,2,4,4,4,4,6,2,6,2,6,2,7,7,7,,1
W049,70,2,1,3,1,2,,6,6,2,7,6,56,2,1,0.25,1,1,,,,,1,,,1,0,0,5,4,3,4,-1,4,0,1,1,1,2,2,2,2,2,7,3,3,2.5,5,5,5,5,,4
W095,70,2,1,1,2,2,,10,10,1,7,6,56,3,2,0.75,1,1,1,,,,1,,,1,0,0,5,4,3,4,-1,4,0,1,4,4,3,7,3,3,3,1,5,1,4,1,3,3,4,,1
W101,70,1,1,1,1,2,,0,0,2,1,0,0,1,0,0,,,,,,,1,1,,1,0,0,1,0,0,5,0,1,,6,4,4,2,2,2,1,2,1,2,1,2,1,4,2,2,,1
W110,70,1,1,2,1,2,,10,10,1,6,5,28,3,2,0.75,,,1,,,,1,,,1,0,0,5,4,3,7,2,4,0,1,1,1,6,5,5,5,7,2,7,3,7,2.5,9,8,8,,2
W128,70,2,1,3,1,2,,7,7,1,7,6,56,2,1,0.25,1,,,,,,1,,,1,0,0,5,4,3,8,3,3,-1,1,1,1,4,4,4,1,4,4,7,7,5.5,5.5,8,8,8,,4
W157,70,2,1,3,2,2,,3,3,1,7,6,56,6,5,2.5,1,1,1,,,,1,1,,1,0,0,5,4,3,5,0,5,1,1,1,1,5,4,5,4,5,5,5,5,5,5,5,5,5,,4
W168,70,2,1,2,1,2,,5,1,1,5,4,12,2,1,0.25,,,,,,,1,1,,1,0,0,4,3,2,3,-2,4,0,4,4,4,1,1,1,1,7,7,7,7,7,7,1,4,4,,2
W197,70,2,1,2,1,2,,5,1,1,3,2,1,2,1,0.25,1,,,,,,1,1,,1,0,0,5,4,3,3,-2,3,-1,2,2,2,4,4,4,4,2,2,2,2,2,2,2,2,2,,2
W198,70,1,1,1,1,2,,11,11,1,5,4,12,2,1,0.25,1,,,,,,,,,1,0,0,4,3,2,5,0,4,0,2,1,1,5,4,2,1,7,2,5,1,6,1.5,8,7,7,,1
W221,70,2,3,2,1,2,,10,10,1,7,6,56,2,1,0.25,1,,,,,,1,,,1,0,0,2,1,0,4,-1,3,-1,3,3,5,5,4,1,2,7,1,5,1,6,1,1,3,3,,2
W258,70,1,1,3,1,2,,5,5,1,7,6,56,2,1,0.25,1,,,,,1,,,,1,0,0,4,3,2,5,0,3,-1,3,3,1,2,2,3,1,7,2,6,2,6.5,2,9,8,8,,4
W052,71,1,1,3,1,2,,20,20,1,7,6,56,3,2,0.75,1,1,1,,,,,1,,1,0,0,5,4,3,4,-1,3,-1,2,2,1,2,2,2,2,2,4,2,5,2,4.5,3,3,3,,4
W229,71,2,1,3,5,2,,15,15,1,7,6,56,3,2,0.75,,1,,,,,1,,,1,0,0,2,1,0,8,3,5,1,1,1,1,6,6,4,6,7,4,7,6,7,5,6,6,6,,3
S3,72,2,1,3,2,1,2,7.5,7.5,1,5,4,12,3,2,0.75,,,,,,,1,1,,1,0,0,4,3,2,5,0,5,1,1,1,1,4,2,3,1,1,1,5,1,4.2,1.4,5,3,3,,3
W008,72,1,1,2,1,2,,10,10,1,7,6,56,2,1,0.25,1,,,,,,1,,,1,0,0,5,4,3,5,0,4,0,1,1,1,5,4,5,1,7,1,4,1,5.5,1,8,6,6,,2
W027,72,2,1,3,1,2,,16,16,1,7,6,56,2,1,0.25,1,,,,,,,,,1,0,0,3,2,1,5,0,4,0,2,1,1,3,4,3,3,3,2,4,2,3.5,2,4,3,2,,3
W170,72,1,1,4,3,2,,15,15,1,7,6,56,2,1,0.25,,,,,,,,,,1,0,0,3,2,1,4,-1,3,-1,1,1,1,4,4,1,4,1,1,4,1,2.5,1,2,4,4,,5
W179,72,2,1,3,1,2,,10,10,1,6,5,28,2,1,0.25,1,1,,,,,1,1,,1,0,0,4,3,2,4,-1,3,-1,1,4,1,1,1,1,1,1,1,1,2,1,1.5,3,3,3,,3
W252,72,1,1,3,1,2,,4,4,1,4,3,4,2,1,0.25,1,1,1,,,,1,1,,1,0,0,3,2,1,3,-2,2,-2,5,5,5,2,2,4,2,3,6,6,6,4.5,6,3,3,5,,4
W263,72,1,1,3,1,2,,8,8,1,4,3,4,2,1,0.25,1,1,,,,,1,,,2,1,3,3,2,1,4,-1,3,-1,4,4,3,5,5,3,3,3,2,3,2,3,2,3,3,4,,4
W070,73,2,1,2,1,2,,10,10,1,5,4,12,2,1,0.25,,,,,,,1,,,1,0,0,3,2,1,5,0,3,-1,2,1,2,2,4,2,1,2,1,6,2,4,1.5,2,5,5,,2
W145,73,2,1,1,1,2,,5,5,1,7,6,56,2,1,0.25,1,,,,,,1,1,,1,0,0,5,4,3,3,-2,3,-1,3,3,3,4,4,3,4,4,2,3,1,3.5,1.5,2,2,2,,1
W261,73,1,1,3,1,2,,5,5,1,5,4,12,2,1,0.25,,1,1,,,,,,,2,1,3,2,1,0,6,1,4,0,5,3,3,5,5,3,2,4,2,3,3,3.5,2.5,3,3,3,,4
S2,74,2,1,1,,2,,,,1,1,0,0,1,0,0,,,,,,,,,,,,,2,1,0,5,0,1,,5,5,5,1,1,1,1,1,1,1,1,1.4,1.4,1,1,1,,1
W120,74,2,1,2,1,2,,4,5,1,5,4,12,2,1,0.25,,1,,,,,1,1,,1,0,0,3,2,1,3,-2,3,-1,1,1,1,4,4,4,2,4,1,1,1,2.5,1,3,3,3,只會接話打電話,2
W215,74,1,1,3,2,1,2,10,10,1,7,6,56,3,2,0.75,,,,,,,1,,,1,0,0,4,3,2,8,3,4,0,1,1,1,3,1,6,3,7,3,7,6,7,4.5,6,6,6,,4
W251,74,1,1,3,2,2,,10,10,1,7,6,56,5,4,1.75,1,,1,,,,,,,1,0,0,5,4,3,5,0,4,0,3,5,2,6,6,4,3,5,4,6,6,5.5,5,6,5,4,,4
W262,74,1,1,2,1,2,,10,10,1,5,4,12,2,1,0.25,,,,,,,1,,,1,0,0,5,4,3,8,3,6,2,1,1,5,4,4,3,4,7,1,5,1,6,1,5,5,5,,2
S42,75,1,1,3,5,2,,6,6,1,7,6,56,3,2,0.75,1,,,,,,1,,,1,0,0,4,3,2,5,0,5,1,3,1,2,5,5,3,4,5,5,5,3,7,5.6,5,5,5,,3
S50,75,2,1,3,,2,,10,10,1,7,6,56,5,4,1.75,1,,1,,,,1,,,1,0,0,6,5,4,5,0,6,2,1,1,1,1,5,5,5,5,1,5,1,7,1.4,10,10,10,,3
W294,75,2,1,3,1,1,1,1,1,2,7,6,56,2,1,0.25,,1,,,,,,,,3,2,8,5,4,3,4,-1,3,-1,2,1,2,4,3,1,2,2,1,2,1,2,1,2,3,3,,4
W029,76,2,1,2,1,2,,12,12,1,4,3,4,2,1,0.25,1,,,,,,,,,1,0,0,3,2,1,8,3,1,,2,1,1,2,3,2,3,2,1,1,2,1.5,1.5,2,2,2,,2
W047,76,2,1,1,3,2,,30,30,1,5,4,12,2,1,0.25,,,,,,,1,,,6,5,23,4,3,2,6,1,5,1,1,1,1,7,4,7,4,7,1,7,1,7,1,5,3,8,,1
W209,76,2,1,1,5,2,,10,10,1,7,6,56,2,1,0.25,1,,,,,,1,1,,2,1,3,3,2,1,7,2,4,0,5,5,5,5,5,5,6,5,5,7,1,6,3,9,8,10,,1
W265,76,2,1,3,2,2,,3,3,1,7,6,56,3,2,0.75,1,1,1,1,,,1,1,1,3,2,8,6,5,4,7,2,5,1,1,1,1,6,6,5,7,7,7,7,7,7,7,9,9,9,,3
W275,78,2,1,3,1,2,,8,8,1,6,5,28,3,2,0.75,,,,,,,,1,,1,0,0,1,0,0,3,-2,2,-2,2,2,2,1,1,1,1,1,1,1,1,1,1,9,9,9,,3
S1,79,1,1,1,,2,,5,5,,3,2,1,,,,,,,,,,,,,1,0,0,2,1,0,5,0,4,0,3,3,3,1,1,1,1,4,1,1,1,3.5,1.4,3,3,3,,1
W028,80,2,1,2,2,2,,8,8,1,5,4,12,3,2,0.75,,1,,,,,,,,1,0,0,3,2,1,4,-1,2,-2,1,1,1,2,1,1,1,2,1,3,1,2.5,1,2,2,2,沒有學習時間大家較忙碌,2
W276,85,1,1,4,1,2,,2,2,1,6,5,28,2,1,0.25,,,,,,,1,,,4,3,13,3,2,1,6,1,4,0,3,3,5,5,5,5,3,3,3,6,5,4.5,4,5,5,5,,5
S33,90,2,1,2,1,2,2,,,1,1,0,0,1,0,0,,,,,1,,,,,1,0,0,1,0,0,1,,1,,1,1,1,1,3,1,2,2,1,3,1,3.5,1.4,0,1,0,,2
W281,90,1,1,2,1,2,,5,5,1,6,5,28,2,1,0.25,,1,,,,1,1,,,1,0,0,5,4,3,8,3,6,2,1,1,1,7,7,5,5,7,5,7,5,7,5,10,9,9,,2
